Name;Price;Discounted Price;Discount (%);Quantity;Units of Measurement;Category;Subcategory
torta salata patate prosciutto e mozzarella;1.89;;;300;g;surgelati e gelati;torte e basi salate
torta pasqualina cotta al forno gusto qui;3.87;1.26;67.44;300;g;surgelati e gelati;torte e basi salate
torta di zucchine cotta al forno 250 g;3.39;0.78;76.99;263;g;surgelati e gelati;torte e basi salate
base per focaccia salata;1.29;;;385;g;surgelati e gelati;torte e basi salate
focaccia prosciutto cotto e provola affumicata;2.69;;;390;g;surgelati e gelati;torte e basi salate
torta verde;2.99;;;250;g;surgelati e gelati;torte e basi salate
focaccia con stracchino;4.45;;;150;g;surgelati e gelati;torte e basi salate
saltimbocca;1.99;;;230;g;surgelati e gelati;torte e basi salate
panuozzo;2.99;;;450;g;surgelati e gelati;torte e basi salate
farcipizza;2.99;;;450000;g;surgelati e gelati;torte e basi salate
bruschettoni;2.99;;;450;g;surgelati e gelati;torte e basi salate
salatini misti snack surgelati;3.49;;;500;g;surgelati e gelati;torte e basi salate
focaccia con prosciutto e provola affumicata;2.69;;;390;g;surgelati e gelati;torte e basi salate
focaccia alla toscana;2.19;;;660;g;surgelati e gelati;torte e basi salate
torta alle verdure 250 g;3.23;;;250;g;surgelati e gelati;torte e basi salate
torta al prosciutto cotta al forno 250 g;3.39;0.78;76.99;263;g;surgelati e gelati;torte e basi salate
torta ricotta e spinaci 250 g;3.73;0.73;80.43;250;g;surgelati e gelati;torte e basi salate
orogel carote a fette surgelati;1.99;1.35;32.16;400;g;surgelati e gelati;altre verdure
findus pisellini primavera;3.99;1.99;50.13;700;g;surgelati e gelati;altre verdure
cavolfiore rosette;2.25;1.89;16.0;450;g;surgelati e gelati;altre verdure
findus, minestrone tradizione - il passato;2.99;2.09;30.1;600;g;surgelati e gelati;altre verdure
mccain la patatine originali;2.15;1.18;45.12;1000;g;surgelati e gelati;altre verdure
pizzoli topolino le croccomagie;2.49;1.37;44.98;600;g;surgelati e gelati;altre verdure
bonduelle natura in padella fagiolini e patate;1.99;1.34;32.66;450;g;surgelati e gelati;altre verdure
findus minestrone tradizione 5 minuti igp;3.39;2.69;20.65;600;g;surgelati e gelati;altre verdure
fagiolini fini;2.45;1.59;35.1;1000;g;surgelati e gelati;altre verdure
orogel cimette di rapa surgelati;3.99;2.25;43.61;450;g;surgelati e gelati;altre verdure
orogel, contorno fantasia surgelato;3.29;1.99;39.51;450;g;surgelati e gelati;altre verdure
findus zuppa tradizionale con avena integrale;3.09;2.0;35.28;500;g;surgelati e gelati;altre verdure
orogel zucca a cubetti surgelati;2.59;2.29;11.58;450;g;surgelati e gelati;altre verdure
broccoli rosette;3.48;1.18;66.09;450;g;surgelati e gelati;altre verdure
bonduelle coccole 8 tortini di broccoli e carote;3.29;1.89;42.55;300;g;surgelati e gelati;altre verdure
bonduelle, delizia di spinaci surgelati;3.19;2.19;31.35;400;g;surgelati e gelati;altre verdure
cavolfiore;1.99;1.0;49.75;600;g;surgelati e gelati;altre verdure
orogel il benessere verdurì 5 cereali surgelati;3.69;2.55;30.89;600;g;surgelati e gelati;altre verdure
findus fagiolini primavera;2.64;2.39;9.47;450;g;surgelati e gelati;altre verdure
orogel il benessere soia edamame surgelati;2.99;1.92;35.79;330;g;surgelati e gelati;altre verdure
zucchine a fette;1.89;1.39;26.46;450;g;surgelati e gelati;altre verdure
le meraviglie tortino di verdure;2.88;1.44;50.0;240;g;surgelati e gelati;altre verdure
le meraviglie tortino di spinaci;2.88;1.44;50.0;240;g;surgelati e gelati;altre verdure
cremosa piselli e zucchine s/g;3.79;2.24;40.9;600;g;surgelati e gelati;altre verdure
fave sgranate surgelati;2.95;2.89;2.03;450;g;surgelati e gelati;altre verdure
borlotti fagioli surgelati;2.39;1.49;37.66;450;g;surgelati e gelati;altre verdure
fagiolini finissimi;1.57;0.99;36.94;600;g;surgelati e gelati;altre verdure
4 salti in padella findus - spinaci filanti;4.59;2.49;45.75;450;g;surgelati e gelati;altre verdure
chef gourmet;3.35;2.0;40.3;500;g;surgelati e gelati;aromi
prezzemolo tritato e surgelato;0.68;0.65;4.41;50;g;surgelati e gelati;aromi
cipolla tritata e surgelata;0.89;0.68;23.6;150;g;surgelati e gelati;aromi
basilico tritato e surgelato;0.75;0.68;9.33;50;g;surgelati e gelati;aromi
orogel misto per soffritto surgelato;1.94;1.85;4.64;300;g;surgelati e gelati;aromi
orogel, le erbe aromatiche aglio surgelato;1.36;1.25;8.09;100;g;surgelati e gelati;aromi
orogel le erbe aromatiche scalogno surgelato;1.1;1.09;0.91;100;g;surgelati e gelati;aromi
prezzemolo tritato;0.75;0.69;8.0;50;g;surgelati e gelati;aromi
esselunga bio, aglio tritato biologico surgelato;1.49;;;75;g;surgelati e gelati;aromi
come una volta, tris grigliato surgelato;2.85;;;600;g;surgelati e gelati;aromi
esselunga, zucca a cubetti surgelata;2.49;;;750;g;surgelati e gelati;aromi
virtu' di brodo leggerezza;0.99;;;200;g;surgelati e gelati;aromi
esselunga bio, cipolla tritata biologica surgelata;1.15;;;150;g;surgelati e gelati;aromi
misto per soffritto;0.99;;;300;g;surgelati e gelati;aromi
cipolla rossa di tropea;1.89;1.7;10.05;100;g;surgelati e gelati;aromi
aglio tritato;1.39;;;100;g;surgelati e gelati;aromi
basilico tritato;0.69;;;50;g;surgelati e gelati;aromi
cipolla tritata;0.59;;;100;g;surgelati e gelati;aromi
cipolla con dosatore;0.79;;;150;g;surgelati e gelati;aromi
virtu' di brodo;1.55;;;200;g;surgelati e gelati;aromi
scalogno;1.29;0.89;31.01;100;g;surgelati e gelati;aromi
prezzemolo con dosatore;0.89;;;50;g;surgelati e gelati;aromi
misto soffritto;0.79;;;150;g;surgelati e gelati;aromi
funghi champignon a fette surgelati;1.95;1.67;14.36;450;g;surgelati e gelati;funghi
scherini, funghi porcini cubetti surgelati;5.89;2.49;57.72;300;g;surgelati e gelati;funghi
funghi porcini;3.49;1.49;57.31;80;g;surgelati e gelati;funghi
misto funghi con porcini;2.9;1.59;45.17;300;g;surgelati e gelati;funghi
sartor, porcini cubi surgelati;4.49;;;300;g;surgelati e gelati;funghi
esselunga, misto funghi trifolati surgelato;3.75;;;300;g;surgelati e gelati;funghi
esselunga, funghi champignons surgelati;2.45;1.71;30.2;450;g;surgelati e gelati;funghi
misto funghi con porcini;6.99;;;1000;g;surgelati e gelati;funghi
funghi champignon;2.99;1.99;33.44;1000;g;surgelati e gelati;funghi
misto funghi congelati;2.99;;;290;g;surgelati e gelati;funghi
porcini a cubi congelati;4.19;;;300;g;surgelati e gelati;funghi
funghi porcini interi;8.39;6.71;20.02;300;g;surgelati e gelati;funghi
funghi misti;2.39;1.89;20.92;450;g;surgelati e gelati;funghi
funghi champignon;1.69;;;600;g;surgelati e gelati;funghi
misto funghi trifolati;2.99;;;300;g;surgelati e gelati;funghi
funghi champignon fette extra;1.49;;;450;g;surgelati e gelati;funghi
porcini a fette congelati;4.5;;;300;g;surgelati e gelati;funghi
funghi champignons tagliati a fette;1.29;1.19;7.75;450;g;surgelati e gelati;funghi
misto funghi con porcini;1.59;;;300;g;surgelati e gelati;funghi
gourmet vellutata di funghi porcini surgelato;3.5;;;550;g;surgelati e gelati;funghi
i gusti del bosco funghi champignon congelati;2.69;;;1000;g;surgelati e gelati;funghi
premium funghi porcini a fette congelati;6.99;;;300;g;surgelati e gelati;funghi
funghi;3.99;;;750;g;surgelati e gelati;funghi
funghi porcini a fette surgelati;8.59;6.87;20.02;300;g;surgelati e gelati;funghi
findus minestrone tradizione igp;1.99;1.49;25.13;400;g;surgelati e gelati;minestroni e zuppe
findus minestrone leggero;3.34;1.78;46.71;700;g;surgelati e gelati;minestroni e zuppe
findus cremosa zucca e carote;4.69;2.24;52.24;600;g;surgelati e gelati;minestroni e zuppe
findus minestrone leggeramente sapori orientali;2.99;2.09;30.1;600;g;surgelati e gelati;minestroni e zuppe
zuppa di legumi e cereali;2.35;1.49;36.6;600;g;surgelati e gelati;minestroni e zuppe
minestrone di verdure;1.9;1.49;21.58;1000;g;surgelati e gelati;minestroni e zuppe
findus - minestrone tradizione;3.32;1.99;40.06;1000;g;surgelati e gelati;minestroni e zuppe
findus zuppa di farro e ceci con grano saraceno;2.49;2.0;19.68;500;g;surgelati e gelati;minestroni e zuppe
zuppa ortolana;3.42;2.35;31.29;620;g;surgelati e gelati;minestroni e zuppe
findus minestrone tradizione;3.15;1.57;50.16;1000;g;surgelati e gelati;minestroni e zuppe
buon minestrone;2.79;1.19;57.35;750;g;surgelati e gelati;minestroni e zuppe
la valle degli orti minestrone classico;2.99;1.49;50.17;850;g;surgelati e gelati;minestroni e zuppe
la valle degli orti minestrone classico;2.06;1.19;42.23;400;g;surgelati e gelati;minestroni e zuppe
zuppa rustica con legumi e cereali surgelata;1.98;1.0;49.49;600;g;surgelati e gelati;minestroni e zuppe
zuppa di verdure con orzo, farro e avena surgelata;1.98;1.0;49.49;600;g;surgelati e gelati;minestroni e zuppe
minestrone di verdure surgelato;1.25;0.99;20.8;450;g;surgelati e gelati;minestroni e zuppe
minestrone classico;1.69;0.84;50.3;450;g;surgelati e gelati;minestroni e zuppe
minestrone ricco con legumi;3.3;2.75;16.67;750;g;surgelati e gelati;minestroni e zuppe
orogel, il benessere leggerezza verdurì surgelato;3.59;2.64;26.46;800;g;surgelati e gelati;minestroni e zuppe
minestrone ricco di legumi;1.49;0.5;66.44;600;g;surgelati e gelati;minestroni e zuppe
findus zuppa saporita con basilico genovese dop;3.09;2.99;3.24;500;g;surgelati e gelati;minestroni e zuppe
zuppa toscana al farro;2.95;1.29;56.27;450;g;surgelati e gelati;minestroni e zuppe
smart, minestrone surgelato;1.98;;;;kg;surgelati e gelati;minestroni e zuppe
findus, minestrone tradizione igp surgelato;3.85;;;;kg;surgelati e gelati;minestroni e zuppe
minestronetradizionecon legumi;3.19;2.55;20.06;600;g;surgelati e gelati;minestroni e zuppe
mccain mediterranean potatoes;3.59;1.99;44.57;750;g;surgelati e gelati;patate
mccain kid smile;3.69;1.29;65.04;650;g;surgelati e gelati;patate
mccain, golden long surgelati;3.49;1.0;71.35;750;g;surgelati e gelati;patate
findus 4 salti in padella patate saporite;4.5;2.0;55.56;450;g;surgelati e gelati;patate
findus pat bon le classiche;1.99;1.59;20.1;450;g;surgelati e gelati;patate
mccain purè al naturale;2.59;1.54;40.54;750;g;surgelati e gelati;patate
pizzoli viva le patatine!;2.15;0.81;62.33;750;g;surgelati e gelati;patate
patate prefritte da forno surgelate;1.46;0.99;32.19;1000;g;surgelati e gelati;patate
pizzoli, pata snella barchette surgelate;2.49;1.6;35.74;600;g;surgelati e gelati;patate
mccain forno chips;2.49;1.29;48.19;600;g;surgelati e gelati;patate
patate a fette grigliate surgelate biologiche;2.1;1.0;52.38;450;g;surgelati e gelati;patate
patate novelle surgelate;1.88;1.0;46.81;600;g;surgelati e gelati;patate
patate da friggere surgelate;1.2;1.0;16.67;750;g;surgelati e gelati;patate
pizzoli - pata snella, patatine;1.24;1.0;19.35;750;g;surgelati e gelati;patate
le patatine originali;2.89;2.35;18.69;1000;g;surgelati e gelati;patate
patatine prefritte surgelate prezzo ok;1.09;;;1000;g;surgelati e gelati;patate
patate rustiche surgelate;1.35;1.0;25.93;600;g;surgelati e gelati;patate
patate original style;2.99;2.89;3.34;500;g;surgelati e gelati;patate
findus le classiche;3.49;3.45;1.15;1000;g;surgelati e gelati;patate
tocchetti s/g;2.99;1.99;33.44;600;g;surgelati e gelati;patate
pat bon le classiche s/g;2.99;2.49;16.72;900;g;surgelati e gelati;patate
esselunga bio, patate biologiche surgelate;2.99;;;750;g;surgelati e gelati;patate
patasnella ultra veloci s/g;2.59;1.49;42.47;500;g;surgelati e gelati;patate
esselunga, patate da forno prefritte e surgelate;2.09;;;750;g;surgelati e gelati;patate
esselunga, patate rustiche con rosmarino surgelate;2.39;;;450;g;surgelati e gelati;patate
esselunga, patate fritte surgelate;2.39;;;1000;g;surgelati e gelati;patate
esselunga, crocchette di patate surgelate;2.25;;;600;g;surgelati e gelati;patate
patate al forno country;2.49;1.24;50.2;650;g;surgelati e gelati;patate
patate igp a spicchi con buccia;1.79;;;450;g;surgelati e gelati;patate
findus piselli novelli;4.99;2.49;50.1;1000;g;surgelati e gelati;piselli e fagiolini
findus ciuffetti di spinaci primavera;2.99;2.49;16.72;800;g;surgelati e gelati;piselli e fagiolini
findus pisellini primavera;3.99;1.95;51.13;450;g;surgelati e gelati;piselli e fagiolini
piselli finissimi;1.2;0.99;17.5;450;g;surgelati e gelati;piselli e fagiolini
piselli fini;1.99;1.49;25.13;1000;g;surgelati e gelati;piselli e fagiolini
piselli fini surgelati biologici;1.86;1.5;19.35;450;g;surgelati e gelati;piselli e fagiolini
piselli novelli surgelati;2.29;2.19;4.37;1000;g;surgelati e gelati;piselli e fagiolini
piselli finissimi surgelati;1.98;1.58;20.2;750;g;surgelati e gelati;piselli e fagiolini
piselli novelli;3.28;1.64;50.0;450;g;surgelati e gelati;piselli e fagiolini
piselli novelli;3.89;2.65;31.88;1000;g;surgelati e gelati;piselli e fagiolini
dolce italia pisellini fini surgelati;2.7;;;720;g;surgelati e gelati;piselli e fagiolini
fagiolini finissimi surgelati;1.19;1.08;9.24;500;g;surgelati e gelati;piselli e fagiolini
pisellini primavera;5.99;3.59;40.07;1200;g;surgelati e gelati;piselli e fagiolini
piselli primavera;4.29;2.99;30.3;700;g;surgelati e gelati;piselli e fagiolini
esselunga, fagiolini finissimi surgelati;3.09;;;750;g;surgelati e gelati;piselli e fagiolini
esselunga, piselli con prosciutto cotto surgelati;2.49;;;450;g;surgelati e gelati;piselli e fagiolini
esselunga, piselli primizia surgelati;2.59;;;750;g;surgelati e gelati;piselli e fagiolini
esselunga, piselli novelli surgelati;2.75;;;1000;g;surgelati e gelati;piselli e fagiolini
esselunga, fagiolini novelli surgelati;2.75;;;750;g;surgelati e gelati;piselli e fagiolini
esselunga bio, fagiolini biologici surgelati;2.09;;;450;g;surgelati e gelati;piselli e fagiolini
findus piselli novelli;5.49;;;;kg;surgelati e gelati;piselli e fagiolini
piselli fini dolce italia;3.19;1.75;45.14;600;g;surgelati e gelati;piselli e fagiolini
piselli finissimi;1.29;;;600;g;surgelati e gelati;piselli e fagiolini
findus - pisellini primavera;3.26;;;750;g;surgelati e gelati;piselli e fagiolini
piselli finissimi surgelati;1.25;;;450;g;surgelati e gelati;piselli e fagiolini
sica piselli fini;1.49;;;1000;g;surgelati e gelati;piselli e fagiolini
sica fagiolini fini;1.59;;;1000;g;surgelati e gelati;piselli e fagiolini
piselli fini kg.1;1.49;;;1000;g;surgelati e gelati;piselli e fagiolini
spinaci in foglia;1.89;0.99;47.62;450;g;surgelati e gelati;spinaci
bonduelle, spinaci millefoglie surgelati;3.19;2.29;28.21;750;g;surgelati e gelati;spinaci
spinaci porzionati;1.98;0.99;50.0;600;g;surgelati e gelati;spinaci
spinaci in foglia surgelati biologici;1.5;1.49;0.67;450;g;surgelati e gelati;spinaci
bietole surgelate;1.89;1.68;11.11;600;g;surgelati e gelati;spinaci
findus - 4 salti spinaci filanti;4.05;2.21;45.43;450;g;surgelati e gelati;spinaci
spinaci cubetto;1.99;0.67;66.33;250;g;surgelati e gelati;spinaci
esselunga, spinaci foglia a foglia surgelati;1.69;;;450;g;surgelati e gelati;spinaci
esselunga, spinaci in foglia surgelati;2.95;;;1000;g;surgelati e gelati;spinaci
spinaci foglia su foglia;1.99;;;1000;g;surgelati e gelati;spinaci
spinaci primavera;1.89;;;450;g;surgelati e gelati;spinaci
spinaci in foglia surgelati;0.99;;;450;g;surgelati e gelati;spinaci
spinaci foglioline;0.99;;;450;g;surgelati e gelati;spinaci
contorno verde dell'orto;1.19;0.89;25.21;450;g;surgelati e gelati;spinaci
sica spinaci a cubi;1.49;;;1000;g;surgelati e gelati;spinaci
spinaciotto;1.29;;;450;g;surgelati e gelati;spinaci
spinaci cubello foglia piu';3.69;1.69;54.2;900;g;surgelati e gelati;spinaci
spinaci ai formaggi;1.69;;;450;g;surgelati e gelati;spinaci
spinaci in foglie;1.49;1.11;25.5;1000;g;surgelati e gelati;spinaci
spinaci in cubetti surgelati 450 g;1.49;;;450;g;surgelati e gelati;spinaci
valsoia, bontà e salute il budino caramello;2.99;1.05;64.88;200;g;yogurt e dessert;dessert e budini
milk kefir da bere bianco naturale;1.69;0.69;59.17;480;g;yogurt e dessert;dessert e budini
milk yogurt da bere fragola;1.39;0.73;47.48;500;g;yogurt e dessert;dessert e budini
milk, kefir da bere multifrutti;1.42;0.69;51.41;500;g;yogurt e dessert;dessert e budini
muu muu cioccolato;3.99;0.65;83.71;125;g;yogurt e dessert;dessert e budini
sterzing vipiteno, bio yogurt alla vaniglia;0.95;0.84;11.58;150;g;yogurt e dessert;dessert e budini
parmalat malù coppa classica al cioccolato;1.78;1.0;43.82;200;g;yogurt e dessert;dessert e budini
alpro, soya dessert dark chocolate;2.89;1.0;65.4;500;g;yogurt e dessert;dessert e budini
ciobar crema gusto classico;1.79;0.91;49.16;100;g;yogurt e dessert;dessert e budini
milk yogurt da bere banana;1.09;0.65;40.37;500;g;yogurt e dessert;dessert e budini
crème caramel;1.44;0.79;45.14;500;g;yogurt e dessert;dessert e budini
perugina nuvole gusto fiordilatte;1.89;1.0;47.09;240;g;yogurt e dessert;dessert e budini
bontà divina, tiramisù;2.65;2.32;12.45;180;g;yogurt e dessert;dessert e budini
sojasun, dessert cremoso cioccolato;1.43;0.95;33.57;200;g;yogurt e dessert;dessert e budini
actimel bianco 0;3.39;2.17;35.99;600;g;yogurt e dessert;dessert e budini
crema alla vaniglia;1.79;0.99;44.69;125;g;yogurt e dessert;dessert e budini
muu muu mini cioccolato s/latt;3.19;1.99;37.62;50;g;yogurt e dessert;dessert e budini
dessert al cacao con panna montata;1.62;1.35;16.67;400;g;yogurt e dessert;dessert e budini
creme dessert alla vaniglia;1.66;1.0;39.76;500;g;yogurt e dessert;dessert e budini
creme dessert al cioccolato;1.66;1.0;39.76;500;g;yogurt e dessert;dessert e budini
muu muu mini alla vaniglia;3.19;1.99;37.62;50;g;yogurt e dessert;dessert e budini
muu muu mini al cioccolato;3.19;1.99;37.62;50;g;yogurt e dessert;dessert e budini
ciobar crema variegata con panna;1.99;1.59;20.1;100;g;yogurt e dessert;dessert e budini
nuvole al fiordilatte;2.59;1.19;54.05;60;g;yogurt e dessert;dessert e budini
creme dessert cioccolato bianco;2.09;1.39;33.49;70;g;yogurt e dessert;dessert e budini
profiteroles;1.0;0.99;1.0;85;g;yogurt e dessert;dessert e budini
danette crema al cioccolato;2.07;1.0;51.69;500;g;yogurt e dessert;dessert e budini
danette crema alla vaniglia;2.07;1.0;51.69;500;g;yogurt e dessert;dessert e budini
bontà divina, profiteroles;2.37;2.32;2.11;180;g;yogurt e dessert;dessert e budini
bontà divina, panna cotta al caramello;2.63;1.99;24.33;240;g;yogurt e dessert;dessert e budini
yomo 100% naturale zero grassi caffè;1.3;0.65;50.0;250;g;yogurt e dessert;dessert e budini
fage total 0% grassi;1.25;1.18;5.6;170;g;yogurt e dessert;yogurt greco
trublend mirtillo;1.69;0.9;46.75;150;g;yogurt e dessert;yogurt greco
trublend lampone;1.69;0.9;46.75;150;g;yogurt e dessert;yogurt greco
trublend cocco;1.69;0.9;46.75;150;g;yogurt e dessert;yogurt greco
